Variable,Value
snp1,chr22:48479004
snp2,chr22:48577591
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6440
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,47998470
searchrange_chr22_end,48745914
freq_snp1,0.4573
freq_snp2,0.4911
freq_S,0.2346
freq_K1,0.2227
freq_K2,0.2565
freq_O,0.2863
test1a_b_clade_min_p0.5,0.8398
test1a_r2_clade_min_p0.5,0.0064
test1a_b_mut_min_p0.5,0.9076
test1a_r2_mut_min_p0.5,0.0150
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[48428819]
test1a_b_clade_min_p0.8,0.9843
test1a_r2_clade_min_p0.8,0.0064
test1a_b_mut_min_p0.8,1.0637
test1a_r2_mut_min_p0.8,0.0150
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[48428819]
test1a_b_clade_min_p0.9,1.0598
test1a_r2_clade_min_p0.9,0.0064
test1a_b_mut_min_p0.9,1.1453
test1a_r2_mut_min_p0.9,0.0150
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[48428819]
test1a_b_clade_min_p0.95,1.1222
test1a_r2_clade_min_p0.95,0.0064
test1a_b_mut_min_p0.95,1.2127
test1a_r2_mut_min_p0.95,0.0150
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[48428819]
test1b_b_min,0.1292
test2_overall_min_b,0.3653
