Variable,Value
snp1,chr22:42645986
snp2,chr22:43096592
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.3700
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39978718
searchrange_chr22_end,43713320
freq_snp1,0.3161
freq_snp2,0.2883
freq_S,0.0984
freq_K1,0.2177
freq_K2,0.1899
freq_O,0.4940
test1a_b_clade_min_p0.5,0.5795
test1a_r2_clade_min_p0.5,0.0042
test1a_b_mut_min_p0.5,0.7233
test1a_r2_mut_min_p0.5,0.0102
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[42742496]
test1a_b_clade_min_p0.8,0.6792
test1a_r2_clade_min_p0.8,0.0042
test1a_b_mut_min_p0.8,0.8478
test1a_r2_mut_min_p0.8,0.0102
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[42742496]
test1a_b_clade_min_p0.9,0.7313
test1a_r2_clade_min_p0.9,0.0042
test1a_b_mut_min_p0.9,0.9129
test1a_r2_mut_min_p0.9,0.0102
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[42742496]
test1a_b_clade_min_p0.95,0.7744
test1a_r2_clade_min_p0.95,0.0042
test1a_b_mut_min_p0.95,0.9666
test1a_r2_mut_min_p0.95,0.0102
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[42742496]
test1b_b_min,0.1751
test2_overall_min_b,0.4761
