Variable,Value
snp1,chr22:17733216
snp2,chr22:18197631
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.2465
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17615790
searchrange_chr22_end,18541979
freq_snp1,0.0755
freq_snp2,0.0974
freq_S,0.0040
freq_K1,0.0716
freq_K2,0.0934
freq_O,0.8310
test1a_b_clade_min_p0.5,0.3425
test1a_r2_clade_min_p0.5,0.0110
test1a_b_mut_min_p0.5,0.3817
test1a_r2_mut_min_p0.5,0.0081
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17720520]
test1a_b_clade_min_p0.8,0.4014
test1a_r2_clade_min_p0.8,0.0110
test1a_b_mut_min_p0.8,0.4474
test1a_r2_mut_min_p0.8,0.0081
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17720520]
test1a_b_clade_min_p0.9,0.4322
test1a_r2_clade_min_p0.9,0.0110
test1a_b_mut_min_p0.9,0.4817
test1a_r2_mut_min_p0.9,0.0081
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17720520]
test1a_b_clade_min_p0.95,0.4576
test1a_r2_clade_min_p0.95,0.0110
test1a_b_mut_min_p0.95,0.5101
test1a_r2_mut_min_p0.95,0.0081
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17720520]
test1b_b_min,0.3749
test2_overall_min_b,1.1490
