Variable,Value
snp1,chr22:19106174
snp2,chr22:19197697
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.1515
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18780272
searchrange_chr22_end,19730505
freq_snp1,0.0736
freq_snp2,0.1173
freq_S,0.0010
freq_K1,0.0726
freq_K2,0.1163
freq_O,0.8101
test1a_b_clade_min_p0.5,0.2203
test1a_r2_clade_min_p0.5,0.4995
test1a_b_mut_min_p0.5,0.2734
test1a_r2_mut_min_p0.5,0.3327
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[19729913]
test1a_b_clade_min_p0.8,0.2582
test1a_r2_clade_min_p0.8,0.4995
test1a_b_mut_min_p0.8,0.3204
test1a_r2_mut_min_p0.8,0.3327
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[19729913]
test1a_b_clade_min_p0.9,0.2780
test1a_r2_clade_min_p0.9,0.4995
test1a_b_mut_min_p0.9,0.3450
test1a_r2_mut_min_p0.9,0.3327
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[19729913]
test1a_b_clade_min_p0.95,0.2943
test1a_r2_clade_min_p0.95,0.4995
test1a_b_mut_min_p0.95,0.3653
test1a_r2_mut_min_p0.95,0.3327
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[19729913]
test1b_b_min,0.1918
test2_overall_min_b,inf
