Variable,Value
snp1,chr22:41199889
snp2,chr22:45794107
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.7634
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39769148
searchrange_chr22_end,46257473
freq_snp1,0.3181
freq_snp2,0.3032
freq_S,0.0964
freq_K1,0.2217
freq_K2,0.2068
freq_O,0.4751
test1a_b_clade_min_p0.5,0.8973
test1a_r2_clade_min_p0.5,0.0017
test1a_b_mut_min_p0.5,1.1000
test1a_r2_mut_min_p0.5,0.0011
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[43042187, 42936774]"
test1a_b_clade_min_p0.8,1.0517
test1a_r2_clade_min_p0.8,0.0017
test1a_b_mut_min_p0.8,1.2893
test1a_r2_mut_min_p0.8,0.0011
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[43042187, 42936774]"
test1a_b_clade_min_p0.9,1.1324
test1a_r2_clade_min_p0.9,0.0017
test1a_b_mut_min_p0.9,1.3882
test1a_r2_mut_min_p0.9,0.0011
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[43042187, 42936774]"
test1a_b_clade_min_p0.95,1.1990
test1a_r2_clade_min_p0.95,0.0017
test1a_b_mut_min_p0.95,1.4699
test1a_r2_mut_min_p0.95,0.0011
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[43042187, 42936774]"
test1b_b_min,0.7102
test2_overall_min_b,0.4586
