Variable,Value
snp1,chr22:32277856
snp2,chr22:32736361
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2717
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30179142
searchrange_chr22_end,33045857
freq_snp1,0.1968
freq_snp2,0.2127
freq_S,0.0577
freq_K1,0.1392
freq_K2,0.1551
freq_O,0.6481
test1a_b_clade_min_p0.5,0.5063
test1a_r2_clade_min_p0.5,0.1641
test1a_b_mut_min_p0.5,0.5234
test1a_r2_mut_min_p0.5,0.1640
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32606074]
test1a_b_clade_min_p0.8,0.5934
test1a_r2_clade_min_p0.8,0.1641
test1a_b_mut_min_p0.8,0.6135
test1a_r2_mut_min_p0.8,0.1640
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32606074]
test1a_b_clade_min_p0.9,0.6390
test1a_r2_clade_min_p0.9,0.1641
test1a_b_mut_min_p0.9,0.6606
test1a_r2_mut_min_p0.9,0.1640
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32606074]
test1a_b_clade_min_p0.95,0.6766
test1a_r2_clade_min_p0.95,0.1641
test1a_b_mut_min_p0.95,0.6994
test1a_r2_mut_min_p0.95,0.1640
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32606074]
test1b_b_min,0.1428
test2_overall_min_b,0.5104
