Variable,Value
snp1,chr22:37214864
snp2,chr22:37313895
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.8955
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36908938
searchrange_chr22_end,37569805
freq_snp1,0.4612
freq_snp2,0.4871
freq_S,0.2406
freq_K1,0.2207
freq_K2,0.2465
freq_O,0.2922
test1a_b_clade_min_p0.5,0.8350
test1a_r2_clade_min_p0.5,0.0156
test1a_b_mut_min_p0.5,1.0703
test1a_r2_mut_min_p0.5,0.0108
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37192952]
test1a_b_clade_min_p0.8,0.9787
test1a_r2_clade_min_p0.8,0.0053
test1a_b_mut_min_p0.8,1.2544
test1a_r2_mut_min_p0.8,0.0108
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37192952]
test1a_b_clade_min_p0.9,1.0538
test1a_r2_clade_min_p0.9,0.0053
test1a_b_mut_min_p0.9,1.3507
test1a_r2_mut_min_p0.9,0.0108
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37192952]
test1a_b_clade_min_p0.95,1.1158
test1a_r2_clade_min_p0.95,0.0053
test1a_b_mut_min_p0.95,1.4302
test1a_r2_mut_min_p0.95,0.0108
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37192952]
test1b_b_min,0.0007
test2_overall_min_b,0.3708
