Variable,Value
snp1,chr22:32195081
snp2,chr22:32298166
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0095
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30121345
searchrange_chr22_end,32898988
freq_snp1,0.5239
freq_snp2,0.4881
freq_S,0.2773
freq_K1,0.2465
freq_K2,0.2107
freq_O,0.2654
test1a_b_clade_min_p0.5,0.1705
test1a_r2_clade_min_p0.5,0.2511
test1a_b_mut_min_p0.5,0.1710
test1a_r2_mut_min_p0.5,0.2565
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32243444]
test1a_b_clade_min_p0.8,0.1998
test1a_r2_clade_min_p0.8,0.2511
test1a_b_mut_min_p0.8,0.2004
test1a_r2_mut_min_p0.8,0.2565
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32243444]
test1a_b_clade_min_p0.9,0.2151
test1a_r2_clade_min_p0.9,0.2511
test1a_b_mut_min_p0.9,0.2158
test1a_r2_mut_min_p0.9,0.2565
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32243444]
test1a_b_clade_min_p0.95,0.2278
test1a_r2_clade_min_p0.95,0.2511
test1a_b_mut_min_p0.95,0.2285
test1a_r2_mut_min_p0.95,0.2565
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32243444]
test1b_b_min,0.0041
test2_overall_min_b,0.2902
