Variable,Value
snp1,chr22:30658986
snp2,chr22:35200836
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.2127
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28374579
searchrange_chr22_end,35851138
freq_snp1,0.2376
freq_snp2,0.2207
freq_S,0.0497
freq_K1,0.1879
freq_K2,0.1710
freq_O,0.5915
test1a_b_clade_min_p0.5,0.8013
test1a_r2_clade_min_p0.5,0.0019
test1a_b_mut_min_p0.5,0.8053
test1a_r2_mut_min_p0.5,0.0006
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[33472697]
test1a_b_clade_min_p0.8,0.9392
test1a_r2_clade_min_p0.8,0.0019
test1a_b_mut_min_p0.8,0.9439
test1a_r2_mut_min_p0.8,0.0006
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[33472697]
test1a_b_clade_min_p0.9,1.0113
test1a_r2_clade_min_p0.9,0.0019
test1a_b_mut_min_p0.9,1.0163
test1a_r2_mut_min_p0.9,0.0006
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[33472697]
test1a_b_clade_min_p0.95,1.0708
test1a_r2_clade_min_p0.95,0.0019
test1a_b_mut_min_p0.95,1.0761
test1a_r2_mut_min_p0.95,0.0006
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[33472697]
test1b_b_min,0.5441
test2_overall_min_b,0.5344
