Variable,Value
snp1,chr22:27957131
snp2,chr22:28057454
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.4642
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27791808
searchrange_chr22_end,29456860
freq_snp1,0.5666
freq_snp2,0.5477
freq_S,0.3161
freq_K1,0.2505
freq_K2,0.2316
freq_O,0.2018
test1a_b_clade_min_p0.5,0.8008
test1a_r2_clade_min_p0.5,0.0293
test1a_b_mut_min_p0.5,0.9774
test1a_r2_mut_min_p0.5,0.0421
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[28133403, 28133587]"
test1a_b_clade_min_p0.8,0.9386
test1a_r2_clade_min_p0.8,0.0293
test1a_b_mut_min_p0.8,1.1455
test1a_r2_mut_min_p0.8,0.0421
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[28133403, 28133587]"
test1a_b_clade_min_p0.9,1.0106
test1a_r2_clade_min_p0.9,0.0293
test1a_b_mut_min_p0.9,1.2334
test1a_r2_mut_min_p0.9,0.0421
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[28133403, 28133587]"
test1a_b_clade_min_p0.95,1.0701
test1a_r2_clade_min_p0.95,0.0293
test1a_b_mut_min_p0.95,1.3060
test1a_r2_mut_min_p0.95,0.0421
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[28133403, 28133587]"
test1b_b_min,0.2574
test2_overall_min_b,0.3870
