Variable,Value
snp1,chr22:32074269
snp2,chr22:32534092
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.7249
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30110514
searchrange_chr22_end,32920120
freq_snp1,0.2306
freq_snp2,0.2326
freq_S,0.0388
freq_K1,0.1918
freq_K2,0.1938
freq_O,0.5755
test1a_b_clade_min_p0.5,0.3503
test1a_r2_clade_min_p0.5,0.0150
test1a_b_mut_min_p0.5,0.3503
test1a_r2_mut_min_p0.5,0.0150
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32160026, 32129780]"
test1a_b_clade_min_p0.8,0.4105
test1a_r2_clade_min_p0.8,0.0150
test1a_b_mut_min_p0.8,0.4105
test1a_r2_mut_min_p0.8,0.0150
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32160026, 32129780]"
test1a_b_clade_min_p0.9,0.4420
test1a_r2_clade_min_p0.9,0.0150
test1a_b_mut_min_p0.9,0.4420
test1a_r2_mut_min_p0.9,0.0150
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32160026, 32129780]"
test1a_b_clade_min_p0.95,0.4680
test1a_r2_clade_min_p0.95,0.0150
test1a_b_mut_min_p0.95,0.4680
test1a_r2_mut_min_p0.95,0.0150
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32160026, 32129780]"
test1b_b_min,0.4177
test2_overall_min_b,0.5394
