Variable,Value
snp1,chr22:42793579
snp2,chr22:47298810
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,11.3102
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40093145
searchrange_chr22_end,47659402
freq_snp1,0.2455
freq_snp2,0.2187
freq_S,0.0567
freq_K1,0.1889
freq_K2,0.1620
freq_O,0.5924
test1a_b_clade_min_p0.5,0.7295
test1a_r2_clade_min_p0.5,0.0131
test1a_b_mut_min_p0.5,0.7680
test1a_r2_mut_min_p0.5,0.0058
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[47464359]
test1a_b_clade_min_p0.8,0.8550
test1a_r2_clade_min_p0.8,0.0131
test1a_b_mut_min_p0.8,0.9001
test1a_r2_mut_min_p0.8,0.0058
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[47464359]
test1a_b_clade_min_p0.9,0.9206
test1a_r2_clade_min_p0.9,0.0131
test1a_b_mut_min_p0.9,0.9692
test1a_r2_mut_min_p0.9,0.0058
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[47464359]
test1a_b_clade_min_p0.95,0.9748
test1a_r2_clade_min_p0.95,0.0131
test1a_b_mut_min_p0.95,1.0262
test1a_r2_mut_min_p0.95,0.0058
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[47464359]
test1b_b_min,0.9572
test2_overall_min_b,0.5142
