Variable,Value
snp1,chr22:34283016
snp2,chr22:34801040
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.9986
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33753846
searchrange_chr22_end,35763613
freq_snp1,0.0875
freq_snp2,0.0716
freq_S,0.0080
freq_K1,0.0795
freq_K2,0.0636
freq_O,0.8489
test1a_b_clade_min_p0.5,0.2365
test1a_r2_clade_min_p0.5,0.0002
test1a_b_mut_min_p0.5,0.2795
test1a_r2_mut_min_p0.5,0.0003
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[34296655]
test1a_b_clade_min_p0.8,0.2772
test1a_r2_clade_min_p0.8,0.0002
test1a_b_mut_min_p0.8,0.3276
test1a_r2_mut_min_p0.8,0.0003
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[34296655]
test1a_b_clade_min_p0.9,0.2985
test1a_r2_clade_min_p0.9,0.0002
test1a_b_mut_min_p0.9,0.3528
test1a_r2_mut_min_p0.9,0.0003
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[34296655]
test1a_b_clade_min_p0.95,0.3161
test1a_r2_clade_min_p0.95,0.0002
test1a_b_mut_min_p0.95,0.3735
test1a_r2_mut_min_p0.95,0.0003
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[34296655]
test1b_b_min,0.2953
test2_overall_min_b,0.8428
