Variable,Value
snp1,chr22:47368193
snp2,chr22:47463844
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.7394
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46856059
searchrange_chr22_end,47790827
freq_snp1,0.3221
freq_snp2,0.3171
freq_S,0.0825
freq_K1,0.2396
freq_K2,0.2346
freq_O,0.4433
test1a_b_clade_min_p0.5,0.4382
test1a_r2_clade_min_p0.5,0.0051
test1a_b_mut_min_p0.5,0.5783
test1a_r2_mut_min_p0.5,0.0034
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[47453335]
test1a_b_clade_min_p0.8,0.5136
test1a_r2_clade_min_p0.8,0.0051
test1a_b_mut_min_p0.8,0.6778
test1a_r2_mut_min_p0.8,0.0034
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[47453335]
test1a_b_clade_min_p0.9,0.5530
test1a_r2_clade_min_p0.9,0.0051
test1a_b_mut_min_p0.9,0.7298
test1a_r2_mut_min_p0.9,0.0034
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[47453335]
test1a_b_clade_min_p0.95,0.5855
test1a_r2_clade_min_p0.95,0.0051
test1a_b_mut_min_p0.95,0.7728
test1a_r2_mut_min_p0.95,0.0034
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[47453335]
test1b_b_min,0.1655
test2_overall_min_b,0.4653
