Variable,Value
snp1,chr22:45904708
snp2,chr22:46358362
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1910
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45497819
searchrange_chr22_end,46834420
freq_snp1,0.2942
freq_snp2,0.3231
freq_S,0.1014
freq_K1,0.1928
freq_K2,0.2217
freq_O,0.4841
test1a_b_clade_min_p0.5,0.7737
test1a_r2_clade_min_p0.5,0.0087
test1a_b_mut_min_p0.5,0.8691
test1a_r2_mut_min_p0.5,0.0066
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45968648, 46162411, 46110064, 46008774]"
test1a_b_clade_min_p0.8,0.9068
test1a_r2_clade_min_p0.8,0.0087
test1a_b_mut_min_p0.8,1.0187
test1a_r2_mut_min_p0.8,0.0066
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45968648, 46162411, 46110064, 46008774]"
test1a_b_clade_min_p0.9,0.9764
test1a_r2_clade_min_p0.9,0.0087
test1a_b_mut_min_p0.9,1.0968
test1a_r2_mut_min_p0.9,0.0066
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45968648, 46162411, 46110064, 46008774]"
test1a_b_clade_min_p0.95,1.0339
test1a_r2_clade_min_p0.95,0.0087
test1a_b_mut_min_p0.95,1.1614
test1a_r2_mut_min_p0.95,0.0066
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45968648, 46162411, 46110064, 46008774]"
test1b_b_min,0.2055
test2_overall_min_b,0.4428
