Variable,Value
snp1,chr22:49709159
snp2,chr22:50173463
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.0941
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49554870
searchrange_chr22_end,50818416
freq_snp1,0.2833
freq_snp2,0.3042
freq_S,0.0895
freq_K1,0.1938
freq_K2,0.2147
freq_O,0.5020
test1a_b_clade_min_p0.5,0.9364
test1a_r2_clade_min_p0.5,0.0508
test1a_b_mut_min_p0.5,1.1185
test1a_r2_mut_min_p0.5,0.0408
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[50022722]
test1a_b_clade_min_p0.8,1.0976
test1a_r2_clade_min_p0.8,0.0508
test1a_b_mut_min_p0.8,1.3110
test1a_r2_mut_min_p0.8,0.0408
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[50022722]
test1a_b_clade_min_p0.9,1.1818
test1a_r2_clade_min_p0.9,0.0508
test1a_b_mut_min_p0.9,1.4116
test1a_r2_mut_min_p0.9,0.0408
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[50022722]
test1a_b_clade_min_p0.95,1.2513
test1a_r2_clade_min_p0.95,0.0508
test1a_b_mut_min_p0.95,1.4946
test1a_r2_mut_min_p0.95,0.0408
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[50022722]
test1b_b_min,0.4216
test2_overall_min_b,0.4877
