Variable,Value
snp1,chr22:41482823
snp2,chr22:45983806
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.0342
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39795066
searchrange_chr22_end,46582943
freq_snp1,0.0905
freq_snp2,0.0924
freq_S,0.0089
freq_K1,0.0815
freq_K2,0.0835
freq_O,0.8260
test1a_b_clade_min_p0.5,0.3623
test1a_r2_clade_min_p0.5,0.2207
test1a_b_mut_min_p0.5,0.4686
test1a_r2_mut_min_p0.5,0.1459
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46274612]
test1a_b_clade_min_p0.8,0.4247
test1a_r2_clade_min_p0.8,0.2207
test1a_b_mut_min_p0.8,0.5493
test1a_r2_mut_min_p0.8,0.1459
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46274612]
test1a_b_clade_min_p0.9,0.4572
test1a_r2_clade_min_p0.9,0.2207
test1a_b_mut_min_p0.9,0.5914
test1a_r2_mut_min_p0.9,0.1459
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46274612]
test1a_b_clade_min_p0.95,0.4842
test1a_r2_clade_min_p0.95,0.2207
test1a_b_mut_min_p0.95,0.6262
test1a_r2_mut_min_p0.95,0.1459
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46274612]
test1b_b_min,0.2328
test2_overall_min_b,0.8171
