Variable,Value
snp1,chr22:32204660
snp2,chr22:36733002
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1393
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30121836
searchrange_chr22_end,37185378
freq_snp1,0.2256
freq_snp2,0.2127
freq_S,0.0557
freq_K1,0.1700
freq_K2,0.1571
freq_O,0.6173
test1a_b_clade_min_p0.5,0.6815
test1a_r2_clade_min_p0.5,0.0895
test1a_b_mut_min_p0.5,0.7375
test1a_r2_mut_min_p0.5,0.0690
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32375589]
test1a_b_clade_min_p0.8,0.7988
test1a_r2_clade_min_p0.8,0.0895
test1a_b_mut_min_p0.8,0.8644
test1a_r2_mut_min_p0.8,0.0690
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32375589]
test1a_b_clade_min_p0.9,0.8601
test1a_r2_clade_min_p0.9,0.0895
test1a_b_mut_min_p0.9,0.9307
test1a_r2_mut_min_p0.9,0.0690
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32375589]
test1a_b_clade_min_p0.95,0.9107
test1a_r2_clade_min_p0.95,0.0895
test1a_b_mut_min_p0.95,0.9855
test1a_r2_mut_min_p0.95,0.0690
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32375589]
test1b_b_min,0.1738
test2_overall_min_b,0.5340
