Variable,Value
snp1,chr22:23824559
snp2,chr22:23926340
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.3716
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23285677
searchrange_chr22_end,24981323
freq_snp1,0.3429
freq_snp2,0.3330
freq_S,0.1093
freq_K1,0.2336
freq_K2,0.2237
freq_O,0.4334
test1a_b_clade_min_p0.5,0.7486
test1a_r2_clade_min_p0.5,0.0100
test1a_b_mut_min_p0.5,0.9564
test1a_r2_mut_min_p0.5,0.0069
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[23781930]
test1a_b_clade_min_p0.8,0.8773
test1a_r2_clade_min_p0.8,0.0100
test1a_b_mut_min_p0.8,1.1210
test1a_r2_mut_min_p0.8,0.0069
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[23781930]
test1a_b_clade_min_p0.9,0.9447
test1a_r2_clade_min_p0.9,0.0100
test1a_b_mut_min_p0.9,1.2070
test1a_r2_mut_min_p0.9,0.0069
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[23781930]
test1a_b_clade_min_p0.95,1.0003
test1a_r2_clade_min_p0.95,0.0100
test1a_b_mut_min_p0.95,1.2781
test1a_r2_mut_min_p0.95,0.0069
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[23781930]
test1b_b_min,0.5325
test2_overall_min_b,0.4540
