Variable,Value
snp1,chr22:23475741
snp2,chr22:27997017
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.8109
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23142974
searchrange_chr22_end,28633020
freq_snp1,0.0924
freq_snp2,0.0755
freq_S,0.0040
freq_K1,0.0885
freq_K2,0.0716
freq_O,0.8360
test1a_b_clade_min_p0.5,0.2445
test1a_r2_clade_min_p0.5,0.0008
test1a_b_mut_min_p0.5,0.2870
test1a_r2_mut_min_p0.5,0.0022
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[23884624]
test1a_b_clade_min_p0.8,0.2866
test1a_r2_clade_min_p0.8,0.0008
test1a_b_mut_min_p0.8,0.3364
test1a_r2_mut_min_p0.8,0.0022
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[23884624]
test1a_b_clade_min_p0.9,0.3086
test1a_r2_clade_min_p0.9,0.0008
test1a_b_mut_min_p0.9,0.3622
test1a_r2_mut_min_p0.9,0.0022
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[23884624]
test1a_b_clade_min_p0.95,0.3267
test1a_r2_clade_min_p0.95,0.0008
test1a_b_mut_min_p0.95,0.3835
test1a_r2_mut_min_p0.95,0.0022
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[23884624]
test1b_b_min,0.2459
test2_overall_min_b,1.1505
