Variable,Value
snp1,chr22:18613493
snp2,chr22:18681856
snp3,chr22:18675101
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.2323
interaction_effect_size,-0.1526
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18270763
searchrange_chr22_end,18822174
freq_snp1,0.8867
freq_snp2,0.0000
freq_S,0.0000
freq_K1,0.8867
freq_K2,0.0000
freq_O,0.1133
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.6784
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.6784
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[18608145, 18609283]"
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.6784
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.6784
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[18608145, 18609283]"
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.6784
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.6784
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[18608145, 18609283]"
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.6784
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.6784
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[18608145, 18609283]"
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,551412
test2_total_span_lt_effectsize,551412
test2_overall_min_b,0.0805
