Variable,Value
snp1,chr22:44600532
snp2,chr22:44691883
snp3,chr22:44683825
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0689
interaction_effect_size,0.0652
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44415796
searchrange_chr22_end,44842025
freq_snp1,0.3032
freq_snp2,0.0775
freq_S,0.0358
freq_K1,0.2674
freq_K2,0.0417
freq_O,0.6551
test1a_b_clade_min_p0.5,0.2524
test1a_r2_clade_min_p0.5,0.0624
test1a_b_mut_min_p0.5,0.2765
test1a_r2_mut_min_p0.5,0.0664
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44636437]
test1a_b_clade_min_p0.8,0.2945
test1a_r2_clade_min_p0.8,0.0624
test1a_b_mut_min_p0.8,0.3226
test1a_r2_mut_min_p0.8,0.0664
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44636437]
test1a_b_clade_min_p0.9,0.3165
test1a_r2_clade_min_p0.9,0.0624
test1a_b_mut_min_p0.9,0.3467
test1a_r2_mut_min_p0.9,0.0664
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44636437]
test1a_b_clade_min_p0.95,0.3346
test1a_r2_clade_min_p0.95,0.0624
test1a_b_mut_min_p0.95,0.3666
test1a_r2_mut_min_p0.95,0.0664
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44636437]
test1b_b_min,0.0010
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6307
