Variable,Value
snp1,chr22:43825553
snp2,chr22:44147909
snp3,chr22:44010689
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4025
interaction_effect_size,0.0746
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,43219417
searchrange_chr22_end,44494251
freq_snp1,0.0736
freq_snp2,0.1392
freq_S,0.0298
freq_K1,0.0437
freq_K2,0.1093
freq_O,0.8171
test1a_b_clade_min_p0.5,0.2626
test1a_r2_clade_min_p0.5,0.1019
test1a_b_mut_min_p0.5,0.3275
test1a_r2_mut_min_p0.5,0.1243
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[43869515, 43870109]"
test1a_b_clade_min_p0.8,0.3076
test1a_r2_clade_min_p0.8,0.1019
test1a_b_mut_min_p0.8,0.3836
test1a_r2_mut_min_p0.8,0.1243
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[43869515, 43870109]"
test1a_b_clade_min_p0.9,0.3311
test1a_r2_clade_min_p0.9,0.1019
test1a_b_mut_min_p0.9,0.4129
test1a_r2_mut_min_p0.9,0.1243
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[43869515, 43870109]"
test1a_b_clade_min_p0.95,0.3505
test1a_r2_clade_min_p0.95,0.1019
test1a_b_mut_min_p0.95,0.4371
test1a_r2_mut_min_p0.95,0.1243
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[43869515, 43870109]"
test1b_b_min,0.0260
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5596
