Variable,Value
snp1,chr22:47688914
snp2,chr22:47764331
snp3,chr22:47754518
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.7875
interaction_effect_size,0.0958
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,47446026
searchrange_chr22_end,48270275
freq_snp1,0.1123
freq_snp2,0.6630
freq_S,0.0527
freq_K1,0.0596
freq_K2,0.6103
freq_O,0.2773
test1a_b_clade_min_p0.5,0.2631
test1a_r2_clade_min_p0.5,0.0184
test1a_b_mut_min_p0.5,0.2771
test1a_r2_mut_min_p0.5,0.0222
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47758955, 47756909, 47758862]"
test1a_b_clade_min_p0.8,0.3083
test1a_r2_clade_min_p0.8,0.0184
test1a_b_mut_min_p0.8,0.3246
test1a_r2_mut_min_p0.8,0.0222
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47758955, 47756909, 47758862]"
test1a_b_clade_min_p0.9,0.3319
test1a_r2_clade_min_p0.9,0.0184
test1a_b_mut_min_p0.9,0.3495
test1a_r2_mut_min_p0.9,0.0222
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47758955, 47756909, 47758862]"
test1a_b_clade_min_p0.95,0.3514
test1a_r2_clade_min_p0.95,0.0184
test1a_b_mut_min_p0.95,0.3700
test1a_r2_mut_min_p0.95,0.0222
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47758955, 47756909, 47758862]"
test1b_b_min,0.1012
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5411
