Variable,Value
snp1,chr22:36136509
snp2,chr22:36155879
snp3,chr22:36274778
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0207
interaction_effect_size,0.0844
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,35854527
searchrange_chr22_end,36847217
freq_snp1,0.0537
freq_snp2,0.4950
freq_S,0.0348
freq_K1,0.0189
freq_K2,0.4602
freq_O,0.4861
test1a_b_clade_min_p0.5,0.2345
test1a_r2_clade_min_p0.5,0.0124
test1a_b_mut_min_p0.5,0.2652
test1a_r2_mut_min_p0.5,0.0067
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36208920, 36411877, 36351982]"
test1a_b_clade_min_p0.8,0.2751
test1a_r2_clade_min_p0.8,0.0124
test1a_b_mut_min_p0.8,0.3111
test1a_r2_mut_min_p0.8,0.0067
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36208920, 36411877, 36351982]"
test1a_b_clade_min_p0.9,0.2963
test1a_r2_clade_min_p0.9,0.0124
test1a_b_mut_min_p0.9,0.3351
test1a_r2_mut_min_p0.9,0.0067
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36208920, 36411877, 36351982]"
test1a_b_clade_min_p0.95,0.3139
test1a_r2_clade_min_p0.95,0.0124
test1a_b_mut_min_p0.95,0.3550
test1a_r2_mut_min_p0.95,0.0067
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36208920, 36411877, 36351982]"
test1b_b_min,0.0078
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7491
