Variable,Value
snp1,chr22:23294198
snp2,chr22:23328314
snp3,chr22:23301493
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4146
interaction_effect_size,0.0797
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23054622
searchrange_chr22_end,23852095
freq_snp1,0.1521
freq_snp2,0.1581
freq_S,0.0586
freq_K1,0.0934
freq_K2,0.0994
freq_O,0.7485
test1a_b_clade_min_p0.5,0.2652
test1a_r2_clade_min_p0.5,0.0059
test1a_b_mut_min_p0.5,0.2754
test1a_r2_mut_min_p0.5,0.0001
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[23301493, 23308797]"
test1a_b_clade_min_p0.8,0.3102
test1a_r2_clade_min_p0.8,0.0059
test1a_b_mut_min_p0.8,0.3222
test1a_r2_mut_min_p0.8,0.0001
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[23301493, 23308797]"
test1a_b_clade_min_p0.9,0.3338
test1a_r2_clade_min_p0.9,0.0059
test1a_b_mut_min_p0.9,0.3466
test1a_r2_mut_min_p0.9,0.0001
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[23301493, 23308797]"
test1a_b_clade_min_p0.95,0.3532
test1a_r2_clade_min_p0.95,0.0059
test1a_b_mut_min_p0.95,0.3668
test1a_r2_mut_min_p0.95,0.0001
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[23301493, 23308797]"
test1b_b_min,0.0245
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4478
