Variable,Value
snp1,chr22:35866365
snp2,chr22:35985087
snp3,chr22:36041252
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1835
interaction_effect_size,0.0661
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,35370323
searchrange_chr22_end,36638517
freq_snp1,0.0467
freq_snp2,0.1938
freq_S,0.0159
freq_K1,0.0308
freq_K2,0.1779
freq_O,0.7753
test1a_b_clade_min_p0.5,0.2505
test1a_r2_clade_min_p0.5,0.0347
test1a_b_mut_min_p0.5,0.2650
test1a_r2_mut_min_p0.5,0.0382
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[36033211]
test1a_b_clade_min_p0.8,0.2931
test1a_r2_clade_min_p0.8,0.0347
test1a_b_mut_min_p0.8,0.3100
test1a_r2_mut_min_p0.8,0.0382
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[36033211]
test1a_b_clade_min_p0.9,0.3154
test1a_r2_clade_min_p0.9,0.0347
test1a_b_mut_min_p0.9,0.3336
test1a_r2_mut_min_p0.9,0.0382
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[36033211]
test1a_b_clade_min_p0.95,0.3338
test1a_r2_clade_min_p0.95,0.0347
test1a_b_mut_min_p0.95,0.3531
test1a_r2_mut_min_p0.95,0.0382
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[36033211]
test1b_b_min,0.0119
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7318
