Variable,Value
snp1,chr22:32830218
snp2,chr22:32840498
snp3,chr22:32854543
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1451
interaction_effect_size,0.0665
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,31442050
searchrange_chr22_end,33238976
freq_snp1,0.1402
freq_snp2,0.2386
freq_S,0.0109
freq_K1,0.1292
freq_K2,0.2276
freq_O,0.6322
test1a_b_clade_min_p0.5,0.1940
test1a_r2_clade_min_p0.5,0.0012
test1a_b_mut_min_p0.5,0.2779
test1a_r2_mut_min_p0.5,0.0013
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32856242]
test1a_b_clade_min_p0.8,0.2273
test1a_r2_clade_min_p0.8,0.0012
test1a_b_mut_min_p0.8,0.3255
test1a_r2_mut_min_p0.8,0.0013
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32856242]
test1a_b_clade_min_p0.9,0.2447
test1a_r2_clade_min_p0.9,0.0012
test1a_b_mut_min_p0.9,0.3504
test1a_r2_mut_min_p0.9,0.0013
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32856242]
test1a_b_clade_min_p0.95,0.2590
test1a_r2_clade_min_p0.95,0.0012
test1a_b_mut_min_p0.95,0.3710
test1a_r2_mut_min_p0.95,0.0013
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32856242]
test1b_b_min,0.0487
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8258
