Variable,Value
snp1,chr22:35494641
snp2,chr22:35637547
snp3,chr22:35685930
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5556
interaction_effect_size,0.0729
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34493761
searchrange_chr22_end,35917202
freq_snp1,0.0875
freq_snp2,0.3121
freq_S,0.0328
freq_K1,0.0547
freq_K2,0.2793
freq_O,0.6332
test1a_b_clade_min_p0.5,0.2880
test1a_r2_clade_min_p0.5,0.0079
test1a_b_mut_min_p0.5,0.3585
test1a_r2_mut_min_p0.5,0.0031
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35709360]
test1a_b_clade_min_p0.8,0.3368
test1a_r2_clade_min_p0.8,0.0079
test1a_b_mut_min_p0.8,0.4192
test1a_r2_mut_min_p0.8,0.0031
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35709360]
test1a_b_clade_min_p0.9,0.3623
test1a_r2_clade_min_p0.9,0.0079
test1a_b_mut_min_p0.9,0.4510
test1a_r2_mut_min_p0.9,0.0031
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35709360]
test1a_b_clade_min_p0.95,0.3834
test1a_r2_clade_min_p0.95,0.0079
test1a_b_mut_min_p0.95,0.4772
test1a_r2_mut_min_p0.95,0.0031
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35709360]
test1b_b_min,0.0342
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6198
