Variable,Value
snp1,chr22:43424011
snp2,chr22:43573692
snp3,chr22:43572343
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4573
interaction_effect_size,0.0614
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40920352
searchrange_chr22_end,44312024
freq_snp1,0.1918
freq_snp2,0.1402
freq_S,0.0229
freq_K1,0.1690
freq_K2,0.1173
freq_O,0.6909
test1a_b_clade_min_p0.5,0.2915
test1a_r2_clade_min_p0.5,0.0202
test1a_b_mut_min_p0.5,0.2915
test1a_r2_mut_min_p0.5,0.0202
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43575827]
test1a_b_clade_min_p0.8,0.3408
test1a_r2_clade_min_p0.8,0.0202
test1a_b_mut_min_p0.8,0.3408
test1a_r2_mut_min_p0.8,0.0202
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43575827]
test1a_b_clade_min_p0.9,0.3666
test1a_r2_clade_min_p0.9,0.0202
test1a_b_mut_min_p0.9,0.3666
test1a_r2_mut_min_p0.9,0.0202
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43575827]
test1a_b_clade_min_p0.95,0.3879
test1a_r2_clade_min_p0.95,0.0202
test1a_b_mut_min_p0.95,0.3879
test1a_r2_mut_min_p0.95,0.0202
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43575827]
test1b_b_min,0.0284
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6952
