Variable,Value
snp1,chr22:44800674
snp2,chr22:44846314
snp3,chr22:44832527
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.0075
interaction_effect_size,0.0757
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44581578
searchrange_chr22_end,45123547
freq_snp1,0.1769
freq_snp2,0.1759
freq_S,0.0358
freq_K1,0.1412
freq_K2,0.1402
freq_O,0.6829
test1a_b_clade_min_p0.5,0.2354
test1a_r2_clade_min_p0.5,0.0828
test1a_b_mut_min_p0.5,0.2586
test1a_r2_mut_min_p0.5,0.0991
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44832527]
test1a_b_clade_min_p0.8,0.2745
test1a_r2_clade_min_p0.8,0.0828
test1a_b_mut_min_p0.8,0.3016
test1a_r2_mut_min_p0.8,0.0991
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44832527]
test1a_b_clade_min_p0.9,0.2950
test1a_r2_clade_min_p0.9,0.0828
test1a_b_mut_min_p0.9,0.3241
test1a_r2_mut_min_p0.9,0.0991
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44832527]
test1a_b_clade_min_p0.95,0.3119
test1a_r2_clade_min_p0.95,0.0828
test1a_b_mut_min_p0.95,0.3426
test1a_r2_mut_min_p0.95,0.0991
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44832527]
test1b_b_min,0.0439
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5651
