Variable,Value
snp1,chr22:41992169
snp2,chr22:42292584
snp3,chr22:42183728
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2018
interaction_effect_size,0.0801
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39887817
searchrange_chr22_end,43571302
freq_snp1,0.3370
freq_snp2,0.0626
freq_S,0.0417
freq_K1,0.2952
freq_K2,0.0209
freq_O,0.6421
test1a_b_clade_min_p0.5,0.2438
test1a_r2_clade_min_p0.5,0.6141
test1a_b_mut_min_p0.5,0.2438
test1a_r2_mut_min_p0.5,0.6141
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[42296154, 42169133, 42080766]"
test1a_b_clade_min_p0.8,0.2863
test1a_r2_clade_min_p0.8,0.6141
test1a_b_mut_min_p0.8,0.2863
test1a_r2_mut_min_p0.8,0.6141
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[42296154, 42169133, 42080766]"
test1a_b_clade_min_p0.9,0.3084
test1a_r2_clade_min_p0.9,0.6141
test1a_b_mut_min_p0.9,0.3084
test1a_r2_mut_min_p0.9,0.6141
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[42296154, 42169133, 42080766]"
test1a_b_clade_min_p0.95,0.3268
test1a_r2_clade_min_p0.95,0.6141
test1a_b_mut_min_p0.95,0.3268
test1a_r2_mut_min_p0.95,0.6141
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[42296154, 42169133, 42080766]"
test1b_b_min,0.0185
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6719
