Variable,Value
snp1,chr22:35637547
snp2,chr22:35789413
snp3,chr22:35735423
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7114
interaction_effect_size,0.0692
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34600717
searchrange_chr22_end,35974022
freq_snp1,0.3121
freq_snp2,0.2475
freq_S,0.0497
freq_K1,0.2624
freq_K2,0.1978
freq_O,0.4901
test1a_b_clade_min_p0.5,0.2805
test1a_r2_clade_min_p0.5,0.4935
test1a_b_mut_min_p0.5,0.3213
test1a_r2_mut_min_p0.5,0.4035
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35709360]
test1a_b_clade_min_p0.8,0.3279
test1a_r2_clade_min_p0.8,0.4935
test1a_b_mut_min_p0.8,0.3755
test1a_r2_mut_min_p0.8,0.4035
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35709360]
test1a_b_clade_min_p0.9,0.3526
test1a_r2_clade_min_p0.9,0.4935
test1a_b_mut_min_p0.9,0.4039
test1a_r2_mut_min_p0.9,0.4035
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35709360]
test1a_b_clade_min_p0.95,0.3731
test1a_r2_clade_min_p0.95,0.4935
test1a_b_mut_min_p0.95,0.4273
test1a_r2_mut_min_p0.95,0.4035
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35709360]
test1b_b_min,0.0411
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5309
