Variable,Value
snp1,chr22:40113130
snp2,chr22:40276402
snp3,chr22:40112627
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.8345
interaction_effect_size,-0.1505
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39577399
searchrange_chr22_end,43022823
freq_snp1,0.7992
freq_snp2,0.7783
freq_S,0.6948
freq_K1,0.1044
freq_K2,0.0835
freq_O,0.1173
test1a_b_clade_min_p0.5,0.2104
test1a_r2_clade_min_p0.5,0.1666
test1a_b_mut_min_p0.5,0.2885
test1a_r2_mut_min_p0.5,0.0112
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40260350]
test1a_b_clade_min_p0.8,0.2467
test1a_r2_clade_min_p0.8,0.1666
test1a_b_mut_min_p0.8,0.3383
test1a_r2_mut_min_p0.8,0.0112
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40260350]
test1a_b_clade_min_p0.9,0.2656
test1a_r2_clade_min_p0.9,0.1666
test1a_b_mut_min_p0.9,0.3643
test1a_r2_mut_min_p0.9,0.0112
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40260350]
test1a_b_clade_min_p0.95,0.2813
test1a_r2_clade_min_p0.95,0.1666
test1a_b_mut_min_p0.95,0.3858
test1a_r2_mut_min_p0.95,0.0112
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40260350]
test1b_b_min,0.0411
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4081
