Variable,Value
snp1,chr22:28099560
snp2,chr22:28129451
snp3,chr22:28138579
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9604
interaction_effect_size,0.0561
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27832148
searchrange_chr22_end,29458419
freq_snp1,0.2177
freq_snp2,0.1054
freq_S,0.0129
freq_K1,0.2048
freq_K2,0.0924
freq_O,0.6899
test1a_b_clade_min_p0.5,0.1786
test1a_r2_clade_min_p0.5,0.0269
test1a_b_mut_min_p0.5,0.2370
test1a_r2_mut_min_p0.5,0.0090
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27975795]
test1a_b_clade_min_p0.8,0.2089
test1a_r2_clade_min_p0.8,0.0269
test1a_b_mut_min_p0.8,0.2773
test1a_r2_mut_min_p0.8,0.0090
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27975795]
test1a_b_clade_min_p0.9,0.2248
test1a_r2_clade_min_p0.9,0.0269
test1a_b_mut_min_p0.9,0.2983
test1a_r2_mut_min_p0.9,0.0090
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27975795]
test1a_b_clade_min_p0.95,0.2379
test1a_r2_clade_min_p0.95,0.0269
test1a_b_mut_min_p0.95,0.3157
test1a_r2_mut_min_p0.95,0.0090
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27975795]
test1b_b_min,0.0004
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7900
