Variable,Value
snp1,chr22:50657913
snp2,chr22:50757222
snp3,chr22:50681154
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0869
interaction_effect_size,0.0660
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49927057
searchrange_chr22_end,50818416
freq_snp1,0.1352
freq_snp2,0.1620
freq_S,0.0348
freq_K1,0.1004
freq_K2,0.1272
freq_O,0.7376
test1a_b_clade_min_p0.5,0.1961
test1a_r2_clade_min_p0.5,0.9409
test1a_b_mut_min_p0.5,0.2061
test1a_r2_mut_min_p0.5,0.8851
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[50681154, 50684943]"
test1a_b_clade_min_p0.8,0.2308
test1a_r2_clade_min_p0.8,0.9409
test1a_b_mut_min_p0.8,0.2425
test1a_r2_mut_min_p0.8,0.8851
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[50681154, 50684943]"
test1a_b_clade_min_p0.9,0.2489
test1a_r2_clade_min_p0.9,0.9409
test1a_b_mut_min_p0.9,0.2616
test1a_r2_mut_min_p0.9,0.8851
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[50681154, 50684943]"
test1a_b_clade_min_p0.95,0.2639
test1a_r2_clade_min_p0.95,0.9409
test1a_b_mut_min_p0.95,0.2774
test1a_r2_mut_min_p0.95,0.8851
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[50681154, 50684943]"
test1b_b_min,0.0138
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5564
