Variable,Value
snp1,chr22:32861323
snp2,chr22:32872574
snp3,chr22:32860517
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.6222
interaction_effect_size,0.1112
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32162096
searchrange_chr22_end,33441632
freq_snp1,0.2833
freq_snp2,0.0706
freq_S,0.0487
freq_K1,0.2346
freq_K2,0.0219
freq_O,0.6948
test1a_b_clade_min_p0.5,0.2070
test1a_r2_clade_min_p0.5,0.0438
test1a_b_mut_min_p0.5,0.2906
test1a_r2_mut_min_p0.5,0.1216
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32862331, 32860517]"
test1a_b_clade_min_p0.8,0.2425
test1a_r2_clade_min_p0.8,0.0438
test1a_b_mut_min_p0.8,0.3405
test1a_r2_mut_min_p0.8,0.1216
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32862331, 32860517]"
test1a_b_clade_min_p0.9,0.2611
test1a_r2_clade_min_p0.9,0.0438
test1a_b_mut_min_p0.9,0.3665
test1a_r2_mut_min_p0.9,0.1216
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32862331, 32860517]"
test1a_b_clade_min_p0.95,0.2764
test1a_r2_clade_min_p0.95,0.0438
test1a_b_mut_min_p0.95,0.3880
test1a_r2_mut_min_p0.95,0.1216
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32862331, 32860517]"
test1b_b_min,0.0723
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6169
