Variable,Value
snp1,chr22:19173771
snp2,chr22:19194300
snp3,chr22:19350572
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6852
interaction_effect_size,0.0733
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18825413
searchrange_chr22_end,19730434
freq_snp1,0.5050
freq_snp2,0.1133
freq_S,0.0368
freq_K1,0.4682
freq_K2,0.0765
freq_O,0.4185
test1a_b_clade_min_p0.5,0.1893
test1a_r2_clade_min_p0.5,0.0336
test1a_b_mut_min_p0.5,0.2227
test1a_r2_mut_min_p0.5,0.0243
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[19223369, 19229545, 19228454]"
test1a_b_clade_min_p0.8,0.2227
test1a_r2_clade_min_p0.8,0.0336
test1a_b_mut_min_p0.8,0.2621
test1a_r2_mut_min_p0.8,0.0243
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[19223369, 19229545, 19228454]"
test1a_b_clade_min_p0.9,0.2402
test1a_r2_clade_min_p0.9,0.0336
test1a_b_mut_min_p0.9,0.2826
test1a_r2_mut_min_p0.9,0.0243
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[19223369, 19229545, 19228454]"
test1a_b_clade_min_p0.95,0.2546
test1a_r2_clade_min_p0.95,0.0336
test1a_b_mut_min_p0.95,0.2996
test1a_r2_mut_min_p0.95,0.0243
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[19223369, 19229545, 19228454]"
test1b_b_min,0.0366
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5015
