Variable,Value
snp1,chr22:40844595
snp2,chr22:41088183
snp3,chr22:41038529
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.7381
interaction_effect_size,-0.1608
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39760708
searchrange_chr22_end,43467722
freq_snp1,0.7346
freq_snp2,0.7783
freq_S,0.6869
freq_K1,0.0477
freq_K2,0.0915
freq_O,0.1740
test1a_b_clade_min_p0.5,0.3459
test1a_r2_clade_min_p0.5,0.0032
test1a_b_mut_min_p0.5,0.3459
test1a_r2_mut_min_p0.5,0.0032
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[41034654]
test1a_b_clade_min_p0.8,0.4062
test1a_r2_clade_min_p0.8,0.0032
test1a_b_mut_min_p0.8,0.4062
test1a_r2_mut_min_p0.8,0.0032
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[41034654]
test1a_b_clade_min_p0.9,0.4377
test1a_r2_clade_min_p0.9,0.0032
test1a_b_mut_min_p0.9,0.4377
test1a_r2_mut_min_p0.9,0.0032
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[41034654]
test1a_b_clade_min_p0.95,0.4637
test1a_r2_clade_min_p0.95,0.0032
test1a_b_mut_min_p0.95,0.4637
test1a_r2_mut_min_p0.95,0.0032
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[41034654]
test1b_b_min,0.0651
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5074
