Variable,Value
snp1,chr22:21730068
snp2,chr22:21737277
snp3,chr22:21745061
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.8411
interaction_effect_size,0.0921
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,21322530
searchrange_chr22_end,22402610
freq_snp1,0.0000
freq_snp2,0.0000
freq_S,0.0000
freq_K1,0.0000
freq_K2,0.0000
freq_O,1.0000
test1a_b_clade_min_p0.5,inf
test1a_r2_clade_min_p0.5,0
test1a_b_mut_min_p0.5,inf
test1a_r2_mut_min_p0.5,0
