Variable,Value
snp1,chr22:47511666
snp2,chr22:47567213
snp3,chr22:47515630
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4660
interaction_effect_size,0.0686
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46916766
searchrange_chr22_end,47937962
freq_snp1,0.0795
freq_snp2,0.4384
freq_S,0.0258
freq_K1,0.0537
freq_K2,0.4125
freq_O,0.5080
test1a_b_clade_min_p0.5,0.2275
test1a_r2_clade_min_p0.5,0.0135
test1a_b_mut_min_p0.5,0.2338
test1a_r2_mut_min_p0.5,0.0128
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47526507, 47527629, 47531758]"
test1a_b_clade_min_p0.8,0.2663
test1a_r2_clade_min_p0.8,0.0135
test1a_b_mut_min_p0.8,0.2737
test1a_r2_mut_min_p0.8,0.0128
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47526507, 47527629, 47531758]"
test1a_b_clade_min_p0.9,0.2866
test1a_r2_clade_min_p0.9,0.0135
test1a_b_mut_min_p0.9,0.2946
test1a_r2_mut_min_p0.9,0.0128
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47526507, 47527629, 47531758]"
test1a_b_clade_min_p0.95,0.3034
test1a_r2_clade_min_p0.95,0.0135
test1a_b_mut_min_p0.95,0.3119
test1a_r2_mut_min_p0.95,0.0128
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47526507, 47527629, 47531758]"
test1b_b_min,0.0249
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6607
