Variable,Value
snp1,chr22:37791346
snp2,chr22:37845112
snp3,chr22:37801949
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4497
interaction_effect_size,0.0623
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37540663
searchrange_chr22_end,38706215
freq_snp1,0.2594
freq_snp2,0.1690
freq_S,0.0239
freq_K1,0.2356
freq_K2,0.1451
freq_O,0.5954
test1a_b_clade_min_p0.5,0.2160
test1a_r2_clade_min_p0.5,0.0050
test1a_b_mut_min_p0.5,0.2160
test1a_r2_mut_min_p0.5,0.0050
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37839356]
test1a_b_clade_min_p0.8,0.2529
test1a_r2_clade_min_p0.8,0.0050
test1a_b_mut_min_p0.8,0.2529
test1a_r2_mut_min_p0.8,0.0050
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37839356]
test1a_b_clade_min_p0.9,0.2722
test1a_r2_clade_min_p0.9,0.0050
test1a_b_mut_min_p0.9,0.2722
test1a_r2_mut_min_p0.9,0.0050
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37839356]
test1a_b_clade_min_p0.95,0.2881
test1a_r2_clade_min_p0.95,0.0050
test1a_b_mut_min_p0.95,0.2881
test1a_r2_mut_min_p0.95,0.0050
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37839356]
test1b_b_min,0.0226
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6648
