Variable,Value
snp1,chr22:39779573
snp2,chr22:39888328
snp3,chr22:39877857
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3297
interaction_effect_size,0.0614
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39315626
searchrange_chr22_end,42017669
freq_snp1,0.2942
freq_snp2,0.1312
freq_S,0.0268
freq_K1,0.2674
freq_K2,0.1044
freq_O,0.6014
test1a_b_clade_min_p0.5,0.2243
test1a_r2_clade_min_p0.5,0.0306
test1a_b_mut_min_p0.5,0.2648
test1a_r2_mut_min_p0.5,0.0228
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[39834611]
test1a_b_clade_min_p0.8,0.2626
test1a_r2_clade_min_p0.8,0.0306
test1a_b_mut_min_p0.8,0.3100
test1a_r2_mut_min_p0.8,0.0228
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[39834611]
test1a_b_clade_min_p0.9,0.2826
test1a_r2_clade_min_p0.9,0.0306
test1a_b_mut_min_p0.9,0.3336
test1a_r2_mut_min_p0.9,0.0228
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[39834611]
test1a_b_clade_min_p0.95,0.2991
test1a_r2_clade_min_p0.95,0.0306
test1a_b_mut_min_p0.95,0.3531
test1a_r2_mut_min_p0.95,0.0228
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[39834611]
test1b_b_min,0.0180
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6711
