Variable,Value
snp1,chr22:21992226
snp2,chr22:22177226
snp3,chr22:22076875
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9438
interaction_effect_size,0.0575
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,21377108
searchrange_chr22_end,22579601
freq_snp1,0.1789
freq_snp2,0.4105
freq_S,0.0308
freq_K1,0.1481
freq_K2,0.3797
freq_O,0.4414
test1a_b_clade_min_p0.5,0.2237
test1a_r2_clade_min_p0.5,0.0035
test1a_b_mut_min_p0.5,0.2600
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[21909656]
test1a_b_clade_min_p0.8,0.2618
test1a_r2_clade_min_p0.8,0.0035
test1a_b_mut_min_p0.8,0.3044
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[21909656]
test1a_b_clade_min_p0.9,0.2818
test1a_r2_clade_min_p0.9,0.0035
test1a_b_mut_min_p0.9,0.3276
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[21909656]
test1a_b_clade_min_p0.95,0.2982
test1a_r2_clade_min_p0.95,0.0035
test1a_b_mut_min_p0.95,0.3467
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[21909656]
test1b_b_min,0.0004
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6096
