Variable,Value
snp1,chr22:31071751
snp2,chr22:31268158
snp3,chr22:31072255
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7261
interaction_effect_size,0.1501
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29555155
searchrange_chr22_end,32727788
freq_snp1,0.8012
freq_snp2,0.5378
freq_S,0.4791
freq_K1,0.3221
freq_K2,0.0586
freq_O,0.1402
test1a_b_clade_min_p0.5,0.3060
test1a_r2_clade_min_p0.5,0.4085
test1a_b_mut_min_p0.5,0.3854
test1a_r2_mut_min_p0.5,0.3906
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[31062779]
test1a_b_clade_min_p0.8,0.3590
test1a_r2_clade_min_p0.8,0.4085
test1a_b_mut_min_p0.8,0.4522
test1a_r2_mut_min_p0.8,0.3906
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[31062779]
test1a_b_clade_min_p0.9,0.3867
test1a_r2_clade_min_p0.9,0.4085
test1a_b_mut_min_p0.9,0.4871
test1a_r2_mut_min_p0.9,0.3906
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[31062779]
test1a_b_clade_min_p0.95,0.4096
test1a_r2_clade_min_p0.95,0.4085
test1a_b_mut_min_p0.95,0.5160
test1a_r2_mut_min_p0.95,0.3906
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[31062779]
test1b_b_min,0.0548
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4893
