Variable,Value
snp1,chr22:16868760
snp2,chr22:16877499
snp3,chr22:16926570
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1174
interaction_effect_size,0.0675
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16185599
searchrange_chr22_end,17489357
freq_snp1,0.1531
freq_snp2,0.8022
freq_S,0.0338
freq_K1,0.1193
freq_K2,0.7684
freq_O,0.0785
test1a_b_clade_min_p0.5,0.2184
test1a_r2_clade_min_p0.5,0.8493
test1a_b_mut_min_p0.5,0.2517
test1a_r2_mut_min_p0.5,0.6397
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[16911586, 16913308, 16929797]"
test1a_b_clade_min_p0.8,0.2559
test1a_r2_clade_min_p0.8,0.8493
test1a_b_mut_min_p0.8,0.2949
test1a_r2_mut_min_p0.8,0.6397
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[16911586, 16913308, 16929797]"
test1a_b_clade_min_p0.9,0.2756
test1a_r2_clade_min_p0.9,0.8493
test1a_b_mut_min_p0.9,0.3175
test1a_r2_mut_min_p0.9,0.6397
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[16911586, 16913308, 16929797]"
test1a_b_clade_min_p0.95,0.2918
test1a_r2_clade_min_p0.95,0.8493
test1a_b_mut_min_p0.95,0.3362
test1a_r2_mut_min_p0.95,0.6397
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[16911586, 16913308, 16929797]"
test1b_b_min,0.0099
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4830
