Variable,Value
snp1,chr22:31641590
snp2,chr22:31795549
snp3,chr22:31770668
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-6.0613
interaction_effect_size,-0.1509
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29904868
searchrange_chr22_end,32857875
freq_snp1,0.6938
freq_snp2,0.7594
freq_S,0.6054
freq_K1,0.0885
freq_K2,0.1541
freq_O,0.1521
test1a_b_clade_min_p0.5,0.1931
test1a_r2_clade_min_p0.5,0.2048
test1a_b_mut_min_p0.5,0.2357
test1a_r2_mut_min_p0.5,0.8901
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[31681257, 31666851, 31685932, 31686083]"
test1a_b_clade_min_p0.8,0.2265
test1a_r2_clade_min_p0.8,0.2048
test1a_b_mut_min_p0.8,0.2765
test1a_r2_mut_min_p0.8,0.8901
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[31681257, 31666851, 31685932, 31686083]"
test1a_b_clade_min_p0.9,0.2440
test1a_r2_clade_min_p0.9,0.2048
test1a_b_mut_min_p0.9,0.2978
test1a_r2_mut_min_p0.9,0.8901
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[31681257, 31666851, 31685932, 31686083]"
test1a_b_clade_min_p0.95,0.2584
test1a_r2_clade_min_p0.95,0.2048
test1a_b_mut_min_p0.95,0.3154
test1a_r2_mut_min_p0.95,0.8901
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[31681257, 31666851, 31685932, 31686083]"
test1b_b_min,0.0476
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4142
