Variable,Value
snp1,chr22:37077820
snp2,chr22:37105306
snp3,chr22:37094270
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3448
interaction_effect_size,0.0767
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36666811
searchrange_chr22_end,37366880
freq_snp1,0.2992
freq_snp2,0.2256
freq_S,0.0974
freq_K1,0.2018
freq_K2,0.1282
freq_O,0.5726
test1a_b_clade_min_p0.5,0.3334
test1a_r2_clade_min_p0.5,0.1079
test1a_b_mut_min_p0.5,0.3887
test1a_r2_mut_min_p0.5,0.1026
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37094299]
test1a_b_clade_min_p0.8,0.3899
test1a_r2_clade_min_p0.8,0.1079
test1a_b_mut_min_p0.8,0.4546
test1a_r2_mut_min_p0.8,0.1026
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37094299]
test1a_b_clade_min_p0.9,0.4195
test1a_r2_clade_min_p0.9,0.1079
test1a_b_mut_min_p0.9,0.4890
test1a_r2_mut_min_p0.9,0.1026
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37094299]
test1a_b_clade_min_p0.95,0.4439
test1a_r2_clade_min_p0.95,0.1079
test1a_b_mut_min_p0.95,0.5175
test1a_r2_mut_min_p0.95,0.1026
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37094299]
test1b_b_min,0.0255
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4595
