Variable,Value
snp1,chr22:30239688
snp2,chr22:30409866
snp3,chr22:30233775
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.3249
interaction_effect_size,0.0797
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28200320
searchrange_chr22_end,32326428
freq_snp1,0.4901
freq_snp2,0.4781
freq_S,0.0427
freq_K1,0.4473
freq_K2,0.4354
freq_O,0.0746
test1a_b_clade_min_p0.5,0.1953
test1a_r2_clade_min_p0.5,0.0541
test1a_b_mut_min_p0.5,0.2024
test1a_r2_mut_min_p0.5,0.0506
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[30237037, 30233775]"
test1a_b_clade_min_p0.8,0.2298
test1a_r2_clade_min_p0.8,0.0541
test1a_b_mut_min_p0.8,0.2381
test1a_r2_mut_min_p0.8,0.0506
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[30237037, 30233775]"
test1a_b_clade_min_p0.9,0.2478
test1a_r2_clade_min_p0.9,0.0541
test1a_b_mut_min_p0.9,0.2568
test1a_r2_mut_min_p0.9,0.0506
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[30237037, 30233775]"
test1a_b_clade_min_p0.95,0.2627
test1a_r2_clade_min_p0.95,0.0541
test1a_b_mut_min_p0.95,0.2722
test1a_r2_mut_min_p0.95,0.0506
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[30237037, 30233775]"
test1b_b_min,0.0640
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5596
