Variable,Value
snp1,chr22:27670807
snp2,chr22:27674883
snp3,chr22:27665804
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0875
interaction_effect_size,0.0824
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27460577
searchrange_chr22_end,27833096
freq_snp1,0.2386
freq_snp2,0.7505
freq_S,0.1024
freq_K1,0.1362
freq_K2,0.6481
freq_O,0.1133
test1a_b_clade_min_p0.5,0.2954
test1a_r2_clade_min_p0.5,0.1827
test1a_b_mut_min_p0.5,0.3116
test1a_r2_mut_min_p0.5,0.1438
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27666373]
test1a_b_clade_min_p0.8,0.3450
test1a_r2_clade_min_p0.8,0.1827
test1a_b_mut_min_p0.8,0.3640
test1a_r2_mut_min_p0.8,0.1438
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27666373]
test1a_b_clade_min_p0.9,0.3710
test1a_r2_clade_min_p0.9,0.1827
test1a_b_mut_min_p0.9,0.3914
test1a_r2_mut_min_p0.9,0.1438
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27666373]
test1a_b_clade_min_p0.95,0.3924
test1a_r2_clade_min_p0.95,0.1827
test1a_b_mut_min_p0.95,0.4140
test1a_r2_mut_min_p0.95,0.1438
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27666373]
test1b_b_min,0.0046
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4470
