Variable,Value
snp1,chr22:31595202
snp2,chr22:31701079
snp3,chr22:31789832
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.3729
interaction_effect_size,-0.1030
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29904493
searchrange_chr22_end,32857733
freq_snp1,0.0855
freq_snp2,0.0328
freq_S,0.0229
freq_K1,0.0626
freq_K2,0.0099
freq_O,0.9046
test1a_b_clade_min_p0.5,0.1932
test1a_r2_clade_min_p0.5,0.0952
test1a_b_mut_min_p0.5,0.2028
test1a_r2_mut_min_p0.5,0.0848
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[31985088, 32163296, 31902219]"
test1a_b_clade_min_p0.8,0.2267
test1a_r2_clade_min_p0.8,0.0952
test1a_b_mut_min_p0.8,0.2379
test1a_r2_mut_min_p0.8,0.0848
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[31985088, 32163296, 31902219]"
test1a_b_clade_min_p0.9,0.2442
test1a_r2_clade_min_p0.9,0.0952
test1a_b_mut_min_p0.9,0.2562
test1a_r2_mut_min_p0.9,0.0848
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[31985088, 32163296, 31902219]"
test1a_b_clade_min_p0.95,0.2586
test1a_r2_clade_min_p0.95,0.0952
test1a_b_mut_min_p0.95,0.2714
test1a_r2_mut_min_p0.95,0.0848
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[31985088, 32163296, 31902219]"
test1b_b_min,0.0204
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5719
