Variable,Value
snp1,chr22:45356865
snp2,chr22:45361257
snp3,chr22:45334997
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2586
interaction_effect_size,0.0919
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45119241
searchrange_chr22_end,45659576
freq_snp1,0.3628
freq_snp2,0.1690
freq_S,0.0825
freq_K1,0.2803
freq_K2,0.0865
freq_O,0.5507
test1a_b_clade_min_p0.5,0.2345
test1a_r2_clade_min_p0.5,0.1102
test1a_b_mut_min_p0.5,0.2345
test1a_r2_mut_min_p0.5,0.1102
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45357182]
test1a_b_clade_min_p0.8,0.2739
test1a_r2_clade_min_p0.8,0.1102
test1a_b_mut_min_p0.8,0.2739
test1a_r2_mut_min_p0.8,0.1102
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45357182]
test1a_b_clade_min_p0.9,0.2945
test1a_r2_clade_min_p0.9,0.1102
test1a_b_mut_min_p0.9,0.2945
test1a_r2_mut_min_p0.9,0.1102
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45357182]
test1a_b_clade_min_p0.95,0.3115
test1a_r2_clade_min_p0.95,0.1102
test1a_b_mut_min_p0.95,0.3115
test1a_r2_mut_min_p0.95,0.1102
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45357182]
test1b_b_min,0.0583
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4238
