Variable,Value
snp1,chr22:26330710
snp2,chr22:26378419
snp3,chr22:26343927
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.1850
interaction_effect_size,-0.1493
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,25906893
searchrange_chr22_end,26717405
freq_snp1,0.8628
freq_snp2,0.7137
freq_S,0.6322
freq_K1,0.2306
freq_K2,0.0815
freq_O,0.0557
test1a_b_clade_min_p0.5,0.3064
test1a_r2_clade_min_p0.5,0.0098
test1a_b_mut_min_p0.5,0.3678
test1a_r2_mut_min_p0.5,0.0170
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[26337341]
test1a_b_clade_min_p0.8,0.3587
test1a_r2_clade_min_p0.8,0.0098
test1a_b_mut_min_p0.8,0.4305
test1a_r2_mut_min_p0.8,0.0170
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[26337341]
test1a_b_clade_min_p0.9,0.3860
test1a_r2_clade_min_p0.9,0.0098
test1a_b_mut_min_p0.9,0.4633
test1a_r2_mut_min_p0.9,0.0170
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[26337341]
test1a_b_clade_min_p0.95,0.4085
test1a_r2_clade_min_p0.95,0.0098
test1a_b_mut_min_p0.95,0.4904
test1a_r2_mut_min_p0.95,0.0170
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[26337341]
test1b_b_min,0.0155
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5215
