Variable,Value
snp1,chr22:17206814
snp2,chr22:17239805
snp3,chr22:17275103
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6304
interaction_effect_size,0.0768
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16274941
searchrange_chr22_end,17580799
freq_snp1,0.5924
freq_snp2,0.2992
freq_S,0.0895
freq_K1,0.5030
freq_K2,0.2097
freq_O,0.1978
test1a_b_clade_min_p0.5,0.2303
test1a_r2_clade_min_p0.5,0.0810
test1a_b_mut_min_p0.5,0.2533
test1a_r2_mut_min_p0.5,0.0843
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17273928]
test1a_b_clade_min_p0.8,0.2698
test1a_r2_clade_min_p0.8,0.0810
test1a_b_mut_min_p0.8,0.2967
test1a_r2_mut_min_p0.8,0.0843
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17273928]
test1a_b_clade_min_p0.9,0.2904
test1a_r2_clade_min_p0.9,0.0810
test1a_b_mut_min_p0.9,0.3195
test1a_r2_mut_min_p0.9,0.0843
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17273928]
test1a_b_clade_min_p0.95,0.3075
test1a_r2_clade_min_p0.95,0.0810
test1a_b_mut_min_p0.95,0.3382
test1a_r2_mut_min_p0.95,0.0843
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17273928]
test1b_b_min,0.0340
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3880
