Variable,Value
snp1,chr22:37421027
snp2,chr22:37432238
snp3,chr22:37371393
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.0547
interaction_effect_size,0.0989
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37152281
searchrange_chr22_end,37715738
freq_snp1,0.6690
freq_snp2,0.2654
freq_S,0.1392
freq_K1,0.5298
freq_K2,0.1262
freq_O,0.2048
test1a_b_clade_min_p0.5,0.2455
test1a_r2_clade_min_p0.5,0.4616
test1a_b_mut_min_p0.5,0.2736
test1a_r2_mut_min_p0.5,0.8858
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37415314]
test1a_b_clade_min_p0.8,0.2866
test1a_r2_clade_min_p0.8,0.4616
test1a_b_mut_min_p0.8,0.3194
test1a_r2_mut_min_p0.8,0.8858
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37415314]
test1a_b_clade_min_p0.9,0.3081
test1a_r2_clade_min_p0.9,0.4616
test1a_b_mut_min_p0.9,0.3433
test1a_r2_mut_min_p0.9,0.8858
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37415314]
test1a_b_clade_min_p0.95,0.3259
test1a_r2_clade_min_p0.95,0.4616
test1a_b_mut_min_p0.95,0.3631
test1a_r2_mut_min_p0.95,0.8858
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37415314]
test1b_b_min,0.0503
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3891
