Variable,Value
snp1,chr22:22011388
snp2,chr22:22025420
snp3,chr22:22095360
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9961
interaction_effect_size,0.0563
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,21407877
searchrange_chr22_end,22560182
freq_snp1,0.1471
freq_snp2,0.2018
freq_S,0.0169
freq_K1,0.1302
freq_K2,0.1849
freq_O,0.6680
test1a_b_clade_min_p0.5,0.1724
test1a_r2_clade_min_p0.5,0.0026
test1a_b_mut_min_p0.5,0.1909
test1a_r2_mut_min_p0.5,0.0024
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[22148487]
test1a_b_clade_min_p0.8,0.2018
test1a_r2_clade_min_p0.8,0.0026
test1a_b_mut_min_p0.8,0.2234
test1a_r2_mut_min_p0.8,0.0024
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[22148487]
test1a_b_clade_min_p0.9,0.2172
test1a_r2_clade_min_p0.9,0.0026
test1a_b_mut_min_p0.9,0.2404
test1a_r2_mut_min_p0.9,0.0024
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[22148487]
test1a_b_clade_min_p0.95,0.2299
test1a_r2_clade_min_p0.95,0.0026
test1a_b_mut_min_p0.95,0.2544
test1a_r2_mut_min_p0.95,0.0024
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[22148487]
test1b_b_min,0.0020
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6327
