Variable,Value
snp1,chr22:49853987
snp2,chr22:49855516
snp3,chr22:49854490
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9100
interaction_effect_size,0.1336
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49746335
searchrange_chr22_end,50414854
freq_snp1,0.6412
freq_snp2,0.1581
freq_S,0.1312
freq_K1,0.5099
freq_K2,0.0268
freq_O,0.3320
test1a_b_clade_min_p0.5,0.1858
test1a_r2_clade_min_p0.5,0.0132
test1a_b_mut_min_p0.5,0.2181
test1a_r2_mut_min_p0.5,0.0096
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49847011]
test1a_b_clade_min_p0.8,0.2167
test1a_r2_clade_min_p0.8,0.0132
test1a_b_mut_min_p0.8,0.2544
test1a_r2_mut_min_p0.8,0.0096
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49847011]
test1a_b_clade_min_p0.9,0.2328
test1a_r2_clade_min_p0.9,0.0132
test1a_b_mut_min_p0.9,0.2734
test1a_r2_mut_min_p0.9,0.0096
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49847011]
test1a_b_clade_min_p0.95,0.2462
test1a_r2_clade_min_p0.95,0.0132
test1a_b_mut_min_p0.95,0.2890
test1a_r2_mut_min_p0.95,0.0096
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49847011]
test1b_b_min,0.0311
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5719
