Variable,Value
snp1,chr22:23952837
snp2,chr22:23994955
snp3,chr22:24052106
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9708
interaction_effect_size,0.0842
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23718504
searchrange_chr22_end,25092734
freq_snp1,0.6630
freq_snp2,0.2107
freq_S,0.1252
freq_K1,0.5378
freq_K2,0.0855
freq_O,0.2515
test1a_b_clade_min_p0.5,0.2967
test1a_r2_clade_min_p0.5,0.0061
test1a_b_mut_min_p0.5,0.3316
test1a_r2_mut_min_p0.5,0.1159
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[24022729, 24022243]"
test1a_b_clade_min_p0.8,0.3472
test1a_r2_clade_min_p0.8,0.0061
test1a_b_mut_min_p0.8,0.3880
test1a_r2_mut_min_p0.8,0.1159
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[24022729, 24022243]"
test1a_b_clade_min_p0.9,0.3735
test1a_r2_clade_min_p0.9,0.0061
test1a_b_mut_min_p0.9,0.4174
test1a_r2_mut_min_p0.9,0.1159
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[24022729, 24022243]"
test1a_b_clade_min_p0.95,0.3953
test1a_r2_clade_min_p0.95,0.0061
test1a_b_mut_min_p0.95,0.4418
test1a_r2_mut_min_p0.95,0.1159
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[24022729, 24022243]"
test1b_b_min,0.0012
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4490
