Variable,Value
snp1,chr22:50372918
snp2,chr22:50540349
snp3,chr22:50481325
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0135
interaction_effect_size,0.0922
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49846362
searchrange_chr22_end,51229805
freq_snp1,0.6183
freq_snp2,0.0149
freq_S,0.0099
freq_K1,0.6083
freq_K2,0.0050
freq_O,0.3767
test1a_b_clade_min_p0.5,0.2990
test1a_r2_clade_min_p0.5,0.0012
test1a_b_mut_min_p0.5,0.2990
test1a_r2_mut_min_p0.5,0.0012
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[50520444, 50442314, 50652364, 50442494]"
test1a_b_clade_min_p0.8,0.3507
test1a_r2_clade_min_p0.8,0.0012
test1a_b_mut_min_p0.8,0.3507
test1a_r2_mut_min_p0.8,0.0012
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[50520444, 50442314, 50652364, 50442494]"
test1a_b_clade_min_p0.9,0.3777
test1a_r2_clade_min_p0.9,0.0012
test1a_b_mut_min_p0.9,0.3777
test1a_r2_mut_min_p0.9,0.0012
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[50520444, 50442314, 50652364, 50442494]"
test1a_b_clade_min_p0.95,0.4001
test1a_r2_clade_min_p0.95,0.0012
test1a_b_mut_min_p0.95,0.4001
test1a_r2_mut_min_p0.95,0.0012
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[50520444, 50442314, 50652364, 50442494]"
test1b_b_min,0.0091
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.3099
