Variable,Value
snp1,chr22:45458730
snp2,chr22:45570808
snp3,chr22:45502525
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0655
interaction_effect_size,0.0713
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45188304
searchrange_chr22_end,45923960
freq_snp1,0.2724
freq_snp2,0.1670
freq_S,0.0746
freq_K1,0.1978
freq_K2,0.0924
freq_O,0.6352
test1a_b_clade_min_p0.5,0.3595
test1a_r2_clade_min_p0.5,0.0000
test1a_b_mut_min_p0.5,0.3887
test1a_r2_mut_min_p0.5,0.0000
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45470755]
test1a_b_clade_min_p0.8,0.4204
test1a_r2_clade_min_p0.8,0.0000
test1a_b_mut_min_p0.8,0.4545
test1a_r2_mut_min_p0.8,0.0000
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45470755]
test1a_b_clade_min_p0.9,0.4522
test1a_r2_clade_min_p0.9,0.0000
test1a_b_mut_min_p0.9,0.4890
test1a_r2_mut_min_p0.9,0.0000
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45470755]
test1a_b_clade_min_p0.95,0.4785
test1a_r2_clade_min_p0.95,0.0000
test1a_b_mut_min_p0.95,0.5174
test1a_r2_mut_min_p0.95,0.0000
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45470755]
test1b_b_min,0.0070
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4900
