Variable,Value
snp1,chr22:36532234
snp2,chr22:36560310
snp3,chr22:36549489
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3014
interaction_effect_size,0.1294
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,35875984
searchrange_chr22_end,36943068
freq_snp1,0.7922
freq_snp2,0.3201
freq_S,0.2763
freq_K1,0.5159
freq_K2,0.0437
freq_O,0.1640
test1a_b_clade_min_p0.5,0.1976
test1a_r2_clade_min_p0.5,0.9072
test1a_b_mut_min_p0.5,0.2393
test1a_r2_mut_min_p0.5,0.6030
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[36516421]
test1a_b_clade_min_p0.8,0.2314
test1a_r2_clade_min_p0.8,0.9072
test1a_b_mut_min_p0.8,0.2802
test1a_r2_mut_min_p0.8,0.6030
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[36516421]
test1a_b_clade_min_p0.9,0.2490
test1a_r2_clade_min_p0.9,0.9072
test1a_b_mut_min_p0.9,0.3016
test1a_r2_mut_min_p0.9,0.6030
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[36516421]
test1a_b_clade_min_p0.95,0.2636
test1a_r2_clade_min_p0.95,0.9072
test1a_b_mut_min_p0.95,0.3192
test1a_r2_mut_min_p0.95,0.6030
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[36516421]
test1b_b_min,0.0150
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4828
