Variable,Value
snp1,chr22:17744805
snp2,chr22:17774910
snp3,chr22:17748440
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3585
interaction_effect_size,0.0811
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17687582
searchrange_chr22_end,17990683
freq_snp1,0.1968
freq_snp2,0.5060
freq_S,0.0994
freq_K1,0.0974
freq_K2,0.4066
freq_O,0.3966
test1a_b_clade_min_p0.5,0.2997
test1a_r2_clade_min_p0.5,0.0670
test1a_b_mut_min_p0.5,0.3885
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17748440]
test1a_b_clade_min_p0.8,0.3495
test1a_r2_clade_min_p0.8,0.0670
test1a_b_mut_min_p0.8,0.4532
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17748440]
test1a_b_clade_min_p0.9,0.3756
test1a_r2_clade_min_p0.9,0.0670
test1a_b_mut_min_p0.9,0.4869
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17748440]
test1a_b_clade_min_p0.95,0.3971
test1a_r2_clade_min_p0.95,0.0670
test1a_b_mut_min_p0.95,0.5148
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17748440]
test1b_b_min,0.0177
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4844
