Variable,Value
snp1,chr22:35547051
snp2,chr22:35639736
snp3,chr22:35583673
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5506
interaction_effect_size,0.0953
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34552370
searchrange_chr22_end,35917697
freq_snp1,0.4622
freq_snp2,0.5497
freq_S,0.2604
freq_K1,0.2018
freq_K2,0.2893
freq_O,0.2485
test1a_b_clade_min_p0.5,0.2221
test1a_r2_clade_min_p0.5,0.1915
test1a_b_mut_min_p0.5,0.2221
test1a_r2_mut_min_p0.5,0.1915
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35637154]
test1a_b_clade_min_p0.8,0.2603
test1a_r2_clade_min_p0.8,0.1915
test1a_b_mut_min_p0.8,0.2603
test1a_r2_mut_min_p0.8,0.1915
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35637154]
test1a_b_clade_min_p0.9,0.2802
test1a_r2_clade_min_p0.9,0.1915
test1a_b_mut_min_p0.9,0.2802
test1a_r2_mut_min_p0.9,0.1915
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35637154]
test1a_b_clade_min_p0.95,0.2966
test1a_r2_clade_min_p0.95,0.1915
test1a_b_mut_min_p0.95,0.2966
test1a_r2_mut_min_p0.95,0.1915
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35637154]
test1b_b_min,0.0293
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3122
