Variable,Value
snp1,chr22:35540451
snp2,chr22:35624210
snp3,chr22:35594704
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4713
interaction_effect_size,0.1159
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34548846
searchrange_chr22_end,35916732
freq_snp1,0.6998
freq_snp2,0.3072
freq_S,0.2336
freq_K1,0.4662
freq_K2,0.0736
freq_O,0.2266
test1a_b_clade_min_p0.5,0.2197
test1a_r2_clade_min_p0.5,0.0200
test1a_b_mut_min_p0.5,0.2197
test1a_r2_mut_min_p0.5,0.0200
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[35555760, 35556690, 35555636, 35556888, 35558730]"
test1a_b_clade_min_p0.8,0.2574
test1a_r2_clade_min_p0.8,0.0200
test1a_b_mut_min_p0.8,0.2574
test1a_r2_mut_min_p0.8,0.0200
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[35555760, 35556690, 35555636, 35556888, 35558730]"
test1a_b_clade_min_p0.9,0.2771
test1a_r2_clade_min_p0.9,0.0200
test1a_b_mut_min_p0.9,0.2771
test1a_r2_mut_min_p0.9,0.0200
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[35555760, 35556690, 35555636, 35556888, 35558730]"
test1a_b_clade_min_p0.95,0.2934
test1a_r2_clade_min_p0.95,0.0200
test1a_b_mut_min_p0.95,0.2934
test1a_r2_mut_min_p0.95,0.0200
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[35555760, 35556690, 35555636, 35556888, 35558730]"
test1b_b_min,0.0251
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3905
